X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area
7,4,feb,sun,92.7,1.1,227.8,15.4,29.1,32,6.0,0.0,9.52
7,4,sep,tue,92.8,1.1,533.9,7.6,16.2,45,5.7,0.0,83.15
9,4,aug,fri,91.1,64.4,581.8,6.3,20.7,66,5.8,0.0,0.0
5,2,sep,mon,93.4,1.1,549.7,5.0,31.6,28,8.6,0.0,0.0
4,3,sep,wed,93.4,43.9,671.3,7.0,21.2,29,5.1,0.0,0.0
7,6,sep,sat,93.6,17.9,649.5,6.4,26.3,27,7.5,0.0,0.0
4,3,apr,fri,93.5,40.5,131.6,7.4,20.6,61,4.8,0.0,16.15
7,4,aug,fri,89.1,92.1,7.9,6.4,19.1,52,6.7,0.0,4.86
4,4,sep,sat,92.0,39.3,92.7,8.8,20.4,50,6.2,0.0,3.76
3,4,aug,sat,89.4,209.3,580.2,7.8,27.0,19,6.7,0.0,0.0
2,4,sep,sat,92.0,1.1,86.1,10.3,16.1,23,5.5,0.0,8.7
4,4,jun,sun,89.7,13.2,186.2,6.4,11.2,39,6.7,0.0,7.02
7,2,sep,thu,93.3,11.8,743.5,7.3,29.9,28,3.9,0.0,11.67
4,4,jul,sat,90.3,21.9,262.3,7.7,27.1,63,9.1,0.0,0.0
4,5,sep,tue,93.9,188.2,592.2,7.4,7.5,63,5.3,0.0,0.0
7,4,sep,mon,90.8,72.4,156.2,6.7,17.9,30,5.3,0.0,0.0
4,3,may,sat,94.3,91.9,481.8,6.6,31.2,39,4.8,0.0,0.0
5,4,sep,wed,94.2,1.1,648.7,8.4,23.4,51,6.4,0.0,0.0
4,4,aug,sun,91.8,33.5,310.0,6.4,14.1,35,5.5,0.0,9.84
5,4,sep,wed,91.1,72.8,267.4,9.8,21.6,17,4.0,0.0,0.0
7,5,aug,wed,95.5,1.1,710.2,7.8,20.7,56,7.2,0.0,0.0
5,4,aug,fri,91.8,58.9,506.6,4.5,27.0,29,3.4,0.0,0.0
4,5,mar,sat,94.5,46.2,195.1,5.8,15.4,56,5.0,0.0,0.0
4,4,sep,wed,92.8,53.6,277.7,9.0,24.1,19,7.2,0.0,15.71
3,5,sep,wed,94.0,104.9,713.6,7.1,12.6,38,4.8,0.0,4.17
8,4,aug,sat,93.7,78.8,7.9,6.4,26.7,36,4.7,0.0,12.73
9,5,jun,mon,92.8,99.7,281.0,6.9,26.7,33,7.0,0.0,2.16
5,5,sep,thu,93.8,53.4,319.8,7.5,28.1,42,2.9,0.0,0.0
4,4,sep,tue,92.2,156.7,782.1,4.4,12.0,34,7.1,0.0,11.92
4,5,jun,tue,94.0,100.8,690.3,4.7,21.4,28,3.9,0.0,9.05
4,6,sep,sat,82.7,121.9,549.7,11.4,16.7,29,7.4,0.0,0.0
4,5,sep,sun,88.9,40.1,295.4,6.3,19.7,74,4.3,0.0,7.78
5,4,sep,sat,93.8,43.5,142.5,10.4,22.5,33,6.4,0.0,15.7
5,4,sep,tue,84.2,102.4,583.2,6.9,19.0,37,7.0,0.0,0.44
1,4,aug,sun,89.5,1.1,480.9,3.7,26.7,43,7.0,0.0,9.72
4,2,aug,fri,94.9,1.1,7.9,7.2,26.1,34,5.7,0.0,0.0
4,4,may,wed,92.8,36.0,557.6,7.5,21.2,33,5.5,0.0,81.37
3,4,mar,sun,93.3,1.1,645.1,10.9,20.6,38,6.3,0.0,6.07
4,4,sep,fri,90.6,1.1,363.7,5.2,25.8,28,7.0,0.0,6.78
3,5,aug,thu,94.4,1.1,7.9,2.0,29.4,25,5.3,0.0,0.0
5,4,sep,sun,92.7,1.1,194.9,14.4,10.1,74,6.4,0.0,0.75
7,4,sep,fri,86.0,1.1,544.0,4.4,18.5,38,7.3,0.0,0.0
4,3,sep,sat,89.9,52.2,276.1,6.8,10.8,34,5.2,0.0,1.92
9,4,sep,fri,94.7,87.6,700.1,14.1,20.1,23,2.3,0.0,6.53
8,3,aug,mon,90.2,1.1,7.9,7.2,20.0,51,3.9,0.0,2.3
2,2,jul,tue,92.3,1.1,603.0,4.0,23.0,32,3.7,0.0,0.0
9,4,oct,mon,92.8,43.1,536.9,4.8,17.2,35,5.1,0.0,0.0
4,4,sep,tue,95.6,1.1,667.4,7.8,18.5,42,6.5,0.0,3.99
5,6,aug,sat,92.5,50.2,311.5,6.0,19.9,24,5.1,0.0,2.97
4,4,mar,sat,92.8,83.2,212.2,6.3,18.0,36,6.3,0.0,0.0
6,5,sep,sun,88.9,48.1,571.5,4.2,21.9,44,9.4,0.0,1.64
7,5,apr,fri,90.8,74.2,581.4,6.1,9.9,36,7.2,0.0,0.0
4,2,mar,wed,92.0,1.1,702.5,4.3,24.3,34,7.1,0.0,10.47
4,7,aug,sun,85.8,98.1,7.9,9.9,14.8,57,3.9,0.0,0.0
4,5,aug,fri,89.8,111.9,613.9,4.0,13.7,39,4.8,0.0,0.0
5,2,aug,thu,91.7,58.2,605.8,9.7,16.0,26,3.8,0.0,0.0
5,4,aug,sat,90.6,100.4,690.9,8.1,23.1,28,6.1,0.0,13.36
4,5,sep,sat,86.2,45.9,596.3,8.1,24.1,25,7.4,0.0,0.0
4,4,feb,sat,92.0,1.1,644.5,6.7,19.1,30,5.7,0.0,8.93
7,4,aug,sun,89.7,1.1,276.3,8.7,24.7,27,3.9,0.0,0.0
7,4,sep,sun,89.9,120.3,586.8,7.1,21.0,38,7.1,0.0,1.91
4,6,jul,sun,91.8,1.1,115.9,6.8,26.6,38,3.5,0.0,0.0
8,2,sep,sun,92.8,133.7,7.9,8.6,22.6,63,7.5,0.0,20.33
4,4,feb,fri,90.7,71.4,7.9,16.0,20.5,27,5.3,0.0,3.21
4,4,sep,mon,86.9,106.3,506.9,6.3,26.0,78,4.9,0.0,11.77
5,5,jul,sat,93.5,1.1,141.0,8.0,22.5,71,7.2,0.0,0.0
4,4,sep,sun,90.6,32.5,7.9,5.9,24.3,57,8.1,0.0,0.0
5,4,jun,sun,95.0,1.1,628.7,7.9,27.6,44,3.9,0.0,0.39
2,2,sep,fri,89.7,32.4,728.9,3.7,15.6,24,5.2,0.0,6.65
8,6,sep,mon,91.1,69.0,532.1,11.2,23.1,38,6.4,0.0,0.0
3,4,aug,sun,89.6,1.1,99.8,7.6,27.3,33,6.6,0.0,8.34
7,4,mar,wed,84.1,91.4,547.0,6.0,18.8,32,4.0,0.0,5.2
4,4,aug,thu,93.9,1.1,581.8,4.7,21.4,37,7.2,0.0,10.71
7,4,jan,sat,86.3,1.1,7.9,5.8,27.5,37,4.5,0.0,45.74
4,5,sep,mon,85.6,1.1,126.9,1.6,9.7,27,2.9,0.0,13.2
6,5,apr,sun,92.5,136.8,588.1,11.6,15.3,55,5.9,0.0,9.84
6,4,apr,tue,93.0,65.9,313.9,5.3,16.9,15,3.6,0.0,0.0
4,4,sep,sun,91.9,47.5,502.5,10.2,14.9,34,6.6,0.0,178.3
9,4,aug,sat,92.2,62.7,7.9,6.4,32.6,42,6.3,0.0,1.68
3,4,mar,sun,90.6,23.1,409.4,4.8,18.5,54,7.6,0.0,11.18
4,4,feb,thu,85.8,1.1,55.4,6.3,25.6,28,5.4,0.0,9.64
9,5,aug,thu,90.6,34.4,196.6,7.2,18.1,46,6.2,0.0,11.55
2,4,may,sun,89.1,1.1,752.8,4.9,24.5,41,4.9,0.0,12.22
6,5,dec,sat,93.9,47.6,637.7,7.1,32.2,30,1.8,0.0,5.01
4,4,aug,tue,93.3,27.1,199.1,3.4,20.3,24,7.7,0.0,4.46
4,3,aug,thu,94.0,19.4,405.5,3.0,7.9,36,7.3,0.0,13.5
4,3,jul,sat,94.7,112.5,609.1,6.6,19.2,15,2.9,0.0,3.32
5,4,aug,fri,94.6,69.1,100.7,7.2,18.0,18,2.8,0.0,0.0
3,4,may,sun,96.2,289.4,658.4,8.8,24.0,68,9.4,0.0,6.35
4,4,dec,sat,91.6,54.6,220.4,6.9,4.7,41,6.3,0.0,4.84
4,5,aug,sat,91.1,206.7,551.7,13.8,9.5,25,5.0,0.0,0.0
4,4,sep,sun,91.0,135.4,567.9,5.8,20.7,38,9.4,0.0,0.0
4,2,sep,tue,92.9,1.1,638.6,5.4,31.7,42,4.8,0.0,12.42
9,3,sep,sun,94.0,22.0,384.3,10.0,22.5,47,3.2,0.0,0.03
7,2,feb,fri,90.2,1.1,317.4,5.8,30.9,39,6.3,0.0,0.0
5,6,sep,wed,90.3,1.1,314.5,5.4,27.7,44,5.3,0.0,5.03
4,5,feb,sat,90.7,1.1,563.8,16.3,22.1,23,7.0,0.0,0.0
5,4,oct,sat,90.2,41.9,655.7,1.1,9.3,87,4.0,0.0,0.0
3,4,aug,thu,91.0,1.1,250.2,3.5,21.1,51,4.0,0.0,0.0
7,4,jul,fri,90.1,123.3,694.2,6.2,17.4,75,5.6,0.0,57.81
3,4,aug,sat,91.3,100.4,294.9,12.4,29.9,29,6.2,0.0,0.0
3,4,aug,fri,94.7,68.6,383.4,5.2,25.1,41,6.6,0.0,85.26
5,4,nov,mon,93.0,136.3,194.4,6.2,23.5,22,5.8,0.0,62.93
3,4,sep,sat,94.9,101.9,7.9,7.7,24.5,19,3.3,0.0,0.0
9,4,aug,sat,93.2,70.7,571.8,8.5,26.1,31,6.3,0.0,0.0
9,6,aug,sat,90.5,5.3,452.3,10.8,19.5,82,6.2,0.0,0.0
7,4,feb,mon,88.4,36.6,64.7,8.7,15.0,69,4.5,0.0,0.0
6,5,sep,fri,91.9,108.4,7.9,5.2,28.5,23,6.9,0.0,56.68
4,5,mar,sat,93.5,47.0,574.3,7.9,17.9,63,9.4,0.0,0.13
6,4,sep,sun,90.7,92.8,313.7,6.5,23.6,51,6.8,0.0,0.0
4,4,nov,sat,92.9,1.1,197.9,7.5,8.0,23,7.3,0.0,10.51
4,5,sep,mon,93.9,67.2,749.9,1.4,23.8,36,9.4,0.0,7.02
5,4,aug,thu,93.0,64.1,662.3,8.1,17.7,29,2.9,0.0,14.2
7,5,sep,sat,95.2,1.1,206.3,7.9,15.4,26,4.8,0.0,9.22
8,4,aug,fri,91.2,167.0,648.0,7.5,18.2,42,3.4,0.0,18.32
2,4,aug,tue,90.5,103.3,214.6,7.1,21.8,50,7.3,0.0,9.64
4,5,apr,sat,92.2,1.1,649.2,8.1,19.4,56,6.9,0.0,12.17
7,4,sep,tue,90.3,76.1,304.0,5.5,26.3,53,4.5,0.0,0.0
4,2,aug,fri,92.5,8.0,349.8,6.7,26.2,22,3.8,0.0,0.0
4,2,oct,sun,88.5,52.8,585.2,6.7,21.4,30,9.4,0.0,74.62
4,4,aug,fri,89.3,22.6,612.5,6.3,15.4,76,6.1,0.0,1.18
4,4,apr,sat,91.3,212.6,513.1,12.7,21.1,31,5.9,0.0,0.0
4,5,jul,fri,93.0,63.5,637.5,5.7,29.4,36,3.4,0.0,0.0
4,4,sep,sat,93.4,71.8,566.1,12.2,26.2,32,8.4,0.0,0.11
4,3,sep,sun,85.6,17.3,295.1,7.4,19.8,47,4.8,0.0,0.0
2,4,jul,mon,92.5,75.3,7.9,2.3,24.9,33,5.9,0.0,0.0
3,5,sep,sun,94.7,63.0,290.8,6.9,21.5,28,6.5,0.0,0.0
9,4,sep,sun,90.9,81.0,328.3,8.2,16.5,37,7.1,0.0,26.63
4,4,sep,wed,88.8,76.2,90.5,5.6,30.2,34,6.9,0.0,9.9
4,4,jun,fri,91.5,42.8,360.2,8.0,20.7,65,6.4,0.0,0.0
4,2,sep,sun,89.9,48.9,702.3,11.4,19.4,75,3.7,0.0,9.1
7,5,sep,sat,94.3,36.9,739.5,7.8,17.9,25,3.7,0.0,0.0
5,5,aug,sat,91.7,92.1,7.9,9.4,21.0,30,9.4,0.0,6.04
8,2,sep,mon,82.9,90.7,150.7,6.5,10.7,51,6.4,0.0,9.34
8,4,aug,sat,87.7,27.0,597.6,13.3,21.6,65,5.7,0.0,0.0
9,3,jun,sun,93.8,65.8,279.0,13.9,21.1,33,5.3,0.0,1.64
2,4,sep,sat,89.9,27.4,194.7,1.9,28.1,40,7.6,0.0,2.27
4,4,jul,sat,92.5,1.1,133.2,4.4,25.7,27,6.9,0.0,14.36
7,4,aug,tue,94.9,155.6,61.4,8.2,22.9,22,6.4,0.0,12.61
4,4,aug,sat,83.8,90.5,590.0,8.1,17.1,39,6.7,0.0,4.66
2,5,aug,mon,87.6,1.1,544.7,4.9,18.9,51,6.5,0.0,1.13
4,4,aug,wed,93.2,64.3,506.3,6.4,19.7,27,5.4,0.0,0.98
5,4,jun,sun,93.6,4.4,498.3,4.7,27.6,37,2.9,0.0,7.23
2,4,aug,thu,91.9,44.2,600.3,4.2,30.3,66,7.2,0.0,12.32
4,4,sep,sun,51.7,56.5,236.8,0.0,21.1,27,5.7,0.0,7.84
4,5,apr,sun,90.3,1.1,596.7,5.6,23.1,58,5.2,0.0,3.7
4,4,feb,fri,91.2,29.4,7.9,4.9,20.8,84,5.9,0.0,299.28
7,4,sep,sun,93.0,1.1,7.9,7.3,18.4,63,7.1,0.0,266.7
4,4,sep,tue,79.2,31.7,493.0,6.2,14.4,33,5.2,0.0,9.12
7,4,aug,mon,90.9,46.9,237.5,5.7,21.0,52,3.4,0.0,7.23
2,4,mar,sun,89.3,1.1,223.0,8.0,9.5,25,9.4,0.0,3.1
5,6,aug,thu,92.2,181.8,533.5,8.0,18.4,38,7.7,0.0,0.0
4,4,jul,sat,93.4,46.9,320.3,16.6,21.6,44,4.3,0.0,7.67
2,4,aug,thu,92.2,102.8,7.9,10.0,19.9,65,9.4,0.0,0.0
8,4,sep,wed,90.3,156.7,644.9,5.4,17.4,33,5.3,0.0,6.18
8,5,sep,sat,88.9,110.0,679.7,9.6,14.1,57,3.4,0.0,8.94
4,4,jul,sun,86.8,51.9,705.5,4.6,19.7,51,7.4,0.0,16.8
2,4,aug,thu,86.2,1.1,33.5,4.0,24.7,53,4.5,0.0,0.64
6,4,aug,thu,92.4,35.5,7.9,5.3,19.2,61,4.1,0.0,18.33
8,4,sep,sun,93.1,33.7,611.2,1.3,28.2,25,3.3,0.0,243.19
4,5,sep,mon,93.3,40.8,635.2,2.3,28.4,27,2.9,0.0,0.0
2,5,mar,fri,93.4,1.1,322.0,4.0,14.7,26,4.6,0.0,0.0
6,4,sep,sun,91.9,53.2,630.2,5.8,19.1,41,2.5,0.0,0.78
6,4,sep,sun,93.8,61.8,202.8,5.8,24.7,25,8.1,0.0,4.61
4,4,mar,thu,92.6,61.2,600.1,5.2,17.3,25,8.3,0.0,8.07
3,2,sep,wed,92.0,121.3,315.0,7.5,14.7,16,2.1,0.0,0.0
4,2,sep,sun,91.7,1.1,224.3,8.0,29.2,41,4.9,0.0,0.0
5,4,aug,sat,94.6,22.7,7.9,6.0,19.1,47,3.8,0.0,4.16
6,2,sep,sat,92.1,50.7,7.9,8.8,21.7,33,3.2,0.0,5.57
6,4,sep,sun,89.5,46.4,685.9,2.6,23.6,53,4.7,0.0,0.0
4,4,sep,sun,91.5,108.5,608.3,7.4,5.3,78,5.5,0.0,0.47
4,4,sep,mon,91.9,75.2,804.6,5.9,18.7,40,6.7,0.0,13.75
2,4,sep,sat,88.5,48.3,40.6,6.1,10.1,29,7.4,0.0,6.49
9,4,jul,fri,91.0,79.5,476.0,5.3,30.8,54,2.6,0.0,5.15
7,4,apr,tue,93.3,36.3,546.6,3.3,20.4,18,3.5,0.0,0.0
7,4,sep,thu,95.2,71.5,648.1,3.5,24.2,47,6.8,0.0,1.97
3,5,aug,fri,91.3,1.1,354.3,9.9,17.1,58,5.1,0.0,38.73
8,6,aug,sun,93.0,26.8,687.6,13.0,17.5,33,9.4,0.0,6.64
4,5,aug,sun,92.9,84.2,637.0,5.3,16.6,44,9.1,0.0,17.49
2,4,aug,sun,89.2,88.4,667.8,9.6,17.7,35,6.1,0.0,0.0
4,4,sep,tue,92.2,55.8,822.2,5.8,17.3,79,4.8,0.0,8.3
1,3,aug,wed,94.7,57.8,615.7,4.9,21.9,41,4.3,0.0,6.54
5,4,aug,sun,96.2,123.5,625.1,7.4,24.4,50,6.4,0.0,4.04
4,4,mar,tue,91.5,61.5,227.9,12.5,24.3,15,7.0,0.0,0.0
4,6,jun,mon,93.3,59.5,301.6,10.2,13.3,60,5.0,0.0,8.81
7,4,sep,tue,92.7,1.1,639.0,11.5,15.9,20,4.7,0.0,5.51
2,4,aug,fri,88.3,25.3,799.5,5.1,26.9,37,5.0,0.0,10.13
3,2,sep,mon,90.0,122.5,494.2,6.9,24.6,58,5.0,0.0,151.28
9,4,mar,fri,93.6,1.1,281.9,5.3,30.0,16,7.5,0.0,0.0
5,4,aug,thu,90.3,130.9,679.9,6.4,22.0,70,5.7,0.0,7.75
4,4,aug,mon,85.0,14.0,450.5,7.0,15.6,68,5.1,0.0,4.94
9,4,aug,fri,94.5,1.1,560.0,4.3,19.7,40,2.8,0.0,0.0
4,4,jul,sun,92.0,117.9,634.4,7.5,19.6,45,9.4,0.0,9.99
9,4,aug,sat,55.5,1.1,505.5,5.8,21.3,42,2.9,0.0,0.0
4,2,aug,thu,93.2,121.1,603.8,7.1,29.8,43,6.9,0.0,6.93
4,3,aug,thu,93.6,56.9,438.0,8.3,15.6,40,6.2,0.0,13.31
5,5,sep,fri,93.7,178.3,657.9,12.0,21.5,67,5.5,0.0,7.76
9,4,aug,tue,91.9,76.9,496.2,8.6,17.4,25,5.6,0.0,0.0
4,4,sep,sat,88.0,1.1,514.7,2.0,17.1,42,3.0,0.0,2.1
4,4,aug,wed,93.2,1.1,7.9,4.4,24.4,48,6.1,0.0,5.05
6,4,aug,thu,92.6,146.3,7.9,8.0,26.0,60,6.7,0.0,0.0
4,5,sep,wed,93.5,10.0,666.8,12.7,21.6,35,4.7,0.0,0.0
6,3,may,sun,92.2,45.2,596.3,6.0,18.5,73,7.3,0.0,11.05
4,5,jul,sat,92.6,42.8,256.7,10.0,21.9,24,6.4,0.0,4.02
8,3,aug,sat,90.6,98.7,536.6,8.6,16.2,19,9.4,0.0,0.0
5,5,sep,wed,92.4,171.7,547.4,8.6,16.1,20,1.8,0.0,0.0
4,5,sep,sun,95.6,191.0,606.2,9.8,17.8,58,3.9,0.0,0.0
3,4,aug,thu,91.6,116.3,7.9,5.5,24.6,37,9.0,0.0,0.16
4,4,apr,sat,90.1,1.1,514.7,3.7,28.2,40,4.3,0.0,4.83
4,4,aug,fri,92.0,30.9,354.8,5.5,16.9,80,5.5,0.0,0.0
4,6,sep,sat,91.3,49.0,7.9,8.2,18.5,41,9.4,0.0,5.52
9,4,sep,fri,89.9,1.1,77.8,0.0,22.3,40,6.6,0.0,7.09
5,4,aug,fri,94.6,88.1,609.0,7.8,18.3,71,9.4,0.0,6.12
4,4,mar,mon,91.0,1.1,727.3,1.2,26.2,40,3.4,0.0,0.1
7,4,aug,thu,89.0,24.1,278.2,0.0,10.1,37,7.4,0.0,8.28
5,4,aug,thu,91.0,7.3,261.6,15.3,20.7,40,4.4,0.0,0.0
5,4,feb,sat,93.1,1.1,615.9,10.6,28.6,34,3.7,0.0,0.0
2,6,aug,sat,94.0,1.1,652.6,3.5,32.0,32,7.3,0.0,0.0
8,4,mar,sun,93.0,1.1,7.9,6.6,22.2,42,8.1,0.0,9.44
4,6,mar,wed,93.4,1.1,606.0,11.5,20.8,37,4.3,0.0,1.28
4,6,sep,wed,91.8,61.3,637.3,7.3,19.6,41,3.6,0.5,0.0
4,5,aug,sun,94.4,81.0,569.5,5.9,15.2,38,5.6,0.0,0.0
4,4,sep,sat,91.0,45.7,7.9,6.7,21.8,45,3.8,0.0,39.45
1,2,oct,sun,89.3,41.8,602.5,12.1,30.4,61,6.5,0.0,8.7
4,5,aug,wed,91.4,67.1,7.9,4.7,15.8,33,4.4,0.0,60.23
4,4,feb,sun,94.3,40.9,722.1,7.9,21.9,43,3.4,0.0,5.05
4,3,nov,sun,94.4,43.5,530.9,7.0,18.1,35,3.2,0.0,7.49
2,5,sep,fri,90.7,17.1,624.9,4.8,21.0,24,9.4,0.0,0.0
4,4,sep,sun,89.9,1.1,367.2,6.5,26.8,30,4.0,0.0,16.49
2,4,sep,fri,91.2,1.1,608.2,6.2,18.5,33,3.6,0.0,7.31
9,3,feb,mon,91.4,19.1,186.5,5.0,21.1,25,4.6,0.0,6.49
9,5,jun,fri,87.7,67.9,462.6,9.9,15.2,34,5.3,0.0,6.6
4,4,sep,sat,92.7,1.1,594.2,6.5,11.3,36,2.7,0.0,0.0
4,4,aug,tue,92.8,41.6,601.9,6.5,22.9,47,4.6,0.0,0.0
4,5,sep,sun,88.7,1.1,7.9,8.5,22.3,38,5.9,0.0,0.0
4,4,aug,sun,90.5,1.1,200.2,8.4,20.7,27,5.9,0.0,1.54
4,4,sep,mon,90.5,46.9,249.1,5.2,15.5,32,3.3,0.0,10.24
6,6,sep,sun,93.5,59.9,722.0,6.9,25.3,50,6.9,0.0,0.0
2,5,mar,fri,90.1,81.6,709.4,7.2,21.4,31,7.1,0.0,0.0
2,4,aug,thu,92.8,133.0,210.9,7.4,16.4,39,2.2,0.0,0.0
4,4,jun,mon,84.1,1.1,669.9,4.2,21.3,49,4.0,0.0,13.63
4,3,sep,thu,91.5,1.1,636.6,4.0,27.1,46,2.7,0.0,0.0
8,5,aug,thu,90.6,44.8,273.2,3.6,20.1,39,5.1,0.0,14.59
4,5,aug,tue,94.5,16.6,151.5,7.5,18.3,35,5.6,0.0,7.36
7,6,sep,sun,93.4,96.6,700.1,8.9,24.5,37,6.2,0.0,4.71
5,6,sep,wed,92.5,134.7,560.9,15.7,22.8,36,3.2,0.0,35.07
4,6,may,sun,92.6,1.1,670.9,6.8,22.9,75,4.9,0.0,9.73
4,4,oct,wed,91.6,46.0,310.4,6.5,30.8,37,4.6,0.0,4.86
4,3,sep,sun,92.4,87.2,649.1,11.6,28.4,35,5.5,0.0,10.17
4,4,sep,sat,91.4,9.0,599.2,1.4,27.0,75,6.4,0.0,0.0
2,5,sep,sun,93.8,1.1,709.5,4.0,18.1,51,6.8,0.0,14.73
5,4,sep,sun,92.8,26.6,40.9,6.2,20.6,29,4.9,0.0,0.0
6,4,sep,sun,91.5,15.9,537.8,3.2,22.7,74,6.6,0.0,0.61
9,4,oct,sun,90.8,80.8,234.7,7.8,9.0,84,8.8,0.0,0.0
4,4,sep,mon,93.9,3.8,171.2,9.2,24.9,25,3.9,0.0,0.0
1,4,feb,fri,90.1,91.9,580.3,5.6,22.7,29,3.4,0.0,9.13
8,4,mar,mon,89.4,96.3,543.3,2.9,23.5,35,9.1,0.0,1.37
4,5,feb,fri,88.8,35.2,192.9,0.0,11.2,33,7.0,0.0,2.86
6,5,jun,mon,92.0,112.6,256.4,12.5,18.9,31,9.4,0.0,0.0
4,4,mar,tue,89.5,45.6,564.8,5.3,20.5,38,9.4,0.0,8.82
4,2,sep,sun,94.0,106.4,55.7,7.7,19.3,48,4.3,0.0,0.0
4,4,aug,wed,92.8,101.1,589.9,4.5,25.1,25,3.3,0.0,11.58
6,4,apr,thu,92.5,1.1,570.6,5.6,26.4,42,2.4,0.0,1.01
4,5,sep,mon,90.2,63.3,410.8,3.7,21.7,40,7.3,0.0,4.38
4,4,sep,sun,91.3,64.9,7.9,4.5,15.7,45,4.0,0.0,13.84
3,5,mar,tue,91.9,1.1,730.5,6.0,17.2,28,5.9,0.0,0.0
8,4,aug,sat,90.7,1.1,538.1,5.7,28.1,27,5.2,0.0,10.98
9,4,sep,tue,93.7,7.1,682.3,8.6,26.7,32,3.6,0.0,6.28
4,4,dec,thu,94.5,208.7,357.6,5.6,20.6,38,4.3,0.0,3.95
4,3,sep,fri,91.4,8.7,648.8,7.0,19.1,27,5.7,0.0,6.58
4,4,aug,sun,91.7,1.1,7.9,3.6,24.1,41,4.9,0.0,6.76
4,4,jan,mon,91.3,32.9,456.8,6.2,20.5,27,5.2,0.0,3.86
9,5,feb,fri,90.6,1.1,651.8,0.0,27.8,37,4.8,0.0,0.06
4,4,mar,thu,90.7,1.1,504.3,3.4,23.6,32,4.3,0.0,0.0
5,4,aug,thu,92.0,39.9,295.4,3.1,19.7,33,6.9,0.0,0.22
8,5,sep,sun,94.7,211.7,672.8,8.8,22.7,24,4.9,0.0,6.14
3,4,feb,tue,91.4,1.1,353.9,9.4,25.6,20,5.4,0.0,0.0
4,3,aug,thu,92.9,1.1,390.6,2.0,19.4,62,2.7,0.0,10.12
4,4,sep,thu,91.0,109.0,607.2,5.5,22.8,61,4.1,0.0,0.68
5,4,jul,wed,93.3,49.1,283.7,6.4,25.6,37,6.0,0.0,0.0
5,4,aug,thu,91.8,102.3,271.0,10.5,20.1,25,5.6,0.0,12.88
4,4,sep,sun,90.6,1.1,396.8,5.6,23.2,34,6.0,0.0,4.02
4,4,sep,fri,90.2,65.4,800.8,6.9,25.4,60,8.3,0.0,5.59
4,4,aug,tue,95.0,78.3,678.6,15.2,26.0,42,3.6,0.0,0.0
2,6,aug,tue,87.4,74.6,291.4,1.5,21.2,31,2.9,0.0,0.0
4,5,oct,fri,93.1,20.6,565.5,5.3,29.6,28,7.5,0.0,0.0
3,6,sep,thu,91.8,42.6,606.7,5.1,25.3,76,9.4,0.0,90.03
3,4,jul,sun,92.2,1.1,699.7,2.4,22.4,43,9.4,0.0,5.53
9,4,aug,thu,91.9,67.2,528.4,5.8,32.4,34,7.6,0.0,8.83
5,3,sep,mon,93.9,1.1,134.4,4.9,23.9,27,5.1,0.0,15.71
2,2,apr,thu,91.2,1.1,295.1,1.4,14.1,52,6.0,0.0,0.0
2,2,sep,sat,93.0,50.1,20.3,3.5,24.8,27,5.4,0.0,2.48
3,5,sep,sun,90.7,88.1,525.3,9.2,25.9,75,6.2,0.0,0.0
8,5,feb,sat,93.5,117.1,665.3,5.2,26.0,32,5.1,0.0,0.0
4,5,oct,sat,90.2,37.8,7.9,8.2,24.2,22,5.3,0.0,0.0
4,6,aug,tue,93.1,2.9,574.2,2.8,27.7,43,9.4,0.0,9.97
3,2,jan,sun,92.5,33.6,7.9,7.9,28.6,28,5.7,0.0,1.01
7,4,sep,sun,90.7,160.9,601.5,2.0,27.8,44,5.4,0.0,0.0
4,5,aug,fri,91.0,157.2,643.5,4.5,23.9,46,6.5,0.0,14.58
2,4,sep,fri,84.4,80.9,597.9,4.5,23.5,44,6.0,0.0,49.38
4,4,sep,tue,89.9,95.0,821.5,7.2,27.2,34,6.7,0.0,3.55
4,2,jul,sun,93.9,61.9,593.7,0.5,23.1,58,7.2,0.0,0.0
4,6,sep,sat,93.5,49.5,272.8,6.5,21.4,30,4.1,0.0,2.22
5,2,oct,mon,91.3,45.5,255.8,5.1,15.9,26,8.9,0.0,0.0
4,4,jun,sun,93.1,1.1,565.2,15.7,24.5,50,5.3,0.0,8.46
4,2,sep,sun,93.4,112.4,634.2,15.1,27.1,60,5.8,0.0,9.01
4,4,mar,sun,92.1,1.1,590.5,5.1,14.1,53,4.7,0.0,8.85
5,4,sep,thu,93.3,1.1,762.5,6.1,25.8,38,6.1,0.0,14.03
2,4,jun,sun,93.2,152.1,640.2,5.8,19.2,45,7.0,0.0,14.16
2,2,jun,wed,90.5,75.4,230.7,5.5,15.7,39,4.2,0.0,9.74
4,4,aug,thu,90.1,75.0,552.3,13.8,25.6,15,7.7,0.0,0.0
4,4,jul,sun,92.3,2.5,355.6,14.0,20.9,48,4.2,0.0,0.0
3,5,mar,fri,90.9,1.1,536.4,6.8,14.6,19,6.0,0.0,5.47
4,4,sep,wed,91.4,1.1,120.7,0.0,19.9,38,5.3,0.0,83.22
5,6,aug,mon,92.4,47.6,116.2,4.9,13.1,26,4.3,0.0,0.0
8,5,aug,thu,89.8,76.6,569.1,6.4,20.4,23,6.8,0.0,0.0
4,4,jul,wed,93.6,67.6,584.3,5.1,22.1,38,9.2,0.0,7.75
